AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
1.24,-4.21,5.22,0.49,-0.29,1.32,1721397183778
10.01,20.01,3.67,0.28,0.27,0.92,1721397183788
12.22,4.3,2.3,-0.51,-0.05,-0.12,1721397183798
4.47,-7.4,11.49,-0.67,0.01,-1.11,1721397183808
-6.88,-17.65,15.4,-0.51,-0.33,-1.35,1721397183818
-16.73,7.84,15.14,0.02,-0.26,-0.31,1721397183828
-10.7,4.12,10.67,0.08,0.22,1.25,1721397183838
4.4,20.75,15.85,0.0,0.31,1.77,1721397183848
13.44,16.12,11.43,-0.26,0.08,0.88,1721397183858
11.53,-21.18,1.03,-0.47,-0.33,-0.26,1721397183868
6.86,-24.82,14.34,-0.96,-0.02,-1.27,1721397183878
-5.13,11.09,18.77,-0.2,-0.41,-1.41,1721397183888
-10.81,-11.21,6.11,0.33,0.0,-0.46,1721397183898
-11.67,12.79,8.78,0.46,-0.01,0.69,1721397183908
3.03,32.36,13.21,0.28,0.54,1.56,1721397183918
9.22,-6.38,14.16,-0.33,-0.19,1.12,1721397183928
9.88,-29.48,15.08,-0.84,-0.01,-0.67,1721397183938
3.66,11.59,16.54,-0.15,-0.54,-1.09,1721397183948
-1.83,-20.65,9.0,0.52,-0.21,-0.73,1721397183958
-10.82,13.79,2.66,0.85,-0.3,-0.11,1721397183968
-2.15,7.5,12.65,0.7,0.55,0.5,1721397183978
1.7,12.54,9.92,0.25,-0.15,0.52,1721397183988
3.93,-20.53,5.7,-0.03,0.18,-0.15,1721397183998
0.72,-7.63,18.61,-0.12,-0.03,-0.88,1721397184008
-4.72,9.8,9.4,0.4,-0.42,-0.54,1721397184018
-4.93,0.59,3.34,0.26,0.18,0.21,1721397184028
3.55,4.51,5.42,0.52,-0.05,0.33,1721397184038
4.8,1.16,2.76,0.02,0.04,-0.1,1721397184048
5.23,3.01,16.98,-0.2,0.4,-0.6,1721397184058
-1.05,-15.31,19.69,-0.45,-0.17,-0.94,1721397184068
-10.46,-0.56,17.29,0.07,-0.16,-0.55,1721397184078
-4.77,4.44,6.79,0.22,0.24,0.32,1721397184088
0.69,8.76,10.04,0.28,0.14,0.51,1721397184098
6.24,8.65,-5.29,0.48,0.18,0.18,1721397184108
8.97,-10.54,0.41,-0.42,0.33,-0.55,1721397184118
-1.63,0.42,15.16,-0.21,-0.17,-1.03,1721397184128
-5.49,-26.3,20.54,-0.76,0.61,-1.1,1721397184138
-12.89,23.88,23.26,-0.19,-0.65,-0.06,1721397184148
-6.13,10.91,-0.57,0.05,0.69,0.5,1721397184158
4.74,-7.96,10.02,0.02,0.06,0.42,1721397184168
6.73,7.97,6.78,0.24,0.18,-0.29,1721397184178
6.46,-1.63,4.76,0.13,0.25,-0.9,1721397184188
-5.71,-14.08,16.65,-0.21,-0.06,-1.33,1721397184198
-8.39,11.6,18.21,0.36,-0.07,-0.58,1721397184208
-7.92,-2.66,4.97,0.14,0.16,0.39,1721397184218
3.87,16.21,12.68,0.43,0.41,0.58,1721397184228
7.58,-3.34,5.02,0.04,0.25,0.07,1721397184238
9.78,1.16,6.14,-0.12,0.29,-0.88,1721397184248
-1.49,-15.25,4.93,-0.18,0.0,-1.37,1721397184258
-11.46,-4.18,18.49,-0.02,0.06,-1.0,1721397184268
-10.47,-2.49,12.04,0.46,0.03,0.27,1721397184278
-2.63,12.01,12.58,0.59,0.44,0.88,1721397184288
9.12,25.99,1.37,0.66,0.37,0.65,1721397184298
8.95,1.35,-3.39,-0.39,0.19,-0.22,1721397184308
6.05,-9.52,20.45,-0.89,0.49,-1.12,1721397184318
-2.85,-24.78,27.99,-0.69,0.09,-1.19,1721397184328
-13.72,3.76,8.68,-0.03,-0.14,-0.51,1721397184338
-10.49,-7.12,3.53,0.2,0.35,0.33,1721397184348
-1.94,20.2,14.18,0.49,0.28,0.75,1721397184358
3.79,23.59,3.83,0.48,0.41,0.55,1721397184368
6.83,-9.38,5.4,-0.34,0.14,-0.04,1721397184378
4.72,-19.57,17.48,-0.46,0.17,-0.78,1721397184388
-3.05,-2.89,14.02,-0.01,-0.04,-0.63,1721397184398
-6.86,7.73,6.7,0.28,0.1,-0.24,1721397184408
-6.19,17.82,8.34,0.35,0.14,0.2,1721397184418
0.23,6.71,0.51,0.13,0.14,0.49,1721397184428
1.24,-31.96,7.59,-0.71,0.26,0.22,1721397184438
2.12,1.72,21.39,-0.12,0.3,-0.21,1721397184448
0.31,-10.5,11.2,-0.13,0.07,-0.43,1721397184458
-9.27,16.04,13.41,0.25,-0.23,-0.31,1721397184468
-5.3,27.04,5.05,0.22,0.23,0.25,1721397184478
2.09,7.78,4.32,-0.25,0.21,0.59,1721397184488
2.22,-37.03,8.27,-0.65,0.12,0.2,1721397184498
6.0,-2.67,15.4,0.07,0.3,-0.35,1721397184508
0.03,-5.06,3.26,0.34,-0.27,-0.42,1721397184518
-6.97,12.52,8.03,0.42,0.03,-0.19,1721397184528
-5.1,10.81,15.71,-0.19,0.36,0.02,1721397184538
0.06,14.57,15.36,-0.05,-0.04,0.16,1721397184548
-1.18,-12.63,7.84,-0.56,0.21,-0.0,1721397184558
0.31,-2.8,18.56,0.08,0.27,-0.33,1721397184568
-1.51,-18.4,2.73,0.27,-0.47,0.29,1721397184578
-0.79,-2.79,15.9,0.29,0.32,0.52,1721397184588
9.27,30.84,7.44,0.61,0.05,0.53,1721397184598
4.93,6.99,-0.2,0.07,-0.32,-0.05,1721397184608
1.24,-0.6,8.8,-0.13,0.39,-0.76,1721397184618
-4.89,-22.7,8.95,-0.44,-0.13,-0.8,1721397184628
-12.12,-10.5,23.18,-0.28,0.18,-0.25,1721397184638
-4.84,7.85,14.45,0.43,0.0,0.69,1721397184648
-1.84,11.56,6.33,0.51,0.08,0.96,1721397184658
7.15,10.45,0.51,0.57,0.09,0.64,1721397184668
10.14,-2.06,3.45,-0.27,0.15,-0.1,1721397184678
3.07,-12.93,13.22,-0.63,-0.15,-1.12,1721397184688
-12.64,1.44,18.51,-0.19,-0.12,-0.62,1721397184703
-14.63,1.26,12.97,0.06,-0.4,-0.15,1721397184707
-8.92,-9.26,4.31,0.25,0.3,1.01,1721397184717
3.16,18.0,11.42,0.78,0.14,1.24,1721397184727
9.07,11.22,-2.53,0.36,0.2,0.61,1721397184737
10.61,0.39,13.36,-0.67,0.08,-0.62,1721397184747
-2.03,0.34,19.62,-0.52,-0.54,-1.27,1721397184757
-12.53,-20.2,-1.68,-0.45,-0.23,-0.64,1721397184767
-13.25,-0.33,20.95,-0.09,0.22,0.45,1721397184777
-6.07,-1.24,7.67,0.63,-0.13,1.28,1721397184787
3.1,16.14,2.29,0.46,0.34,1.18,1721397184797
11.36,11.34,1.73,0.22,-0.16,0.47,1721397184807
9.74,-2.15,6.67,-0.92,0.09,-0.47,1721397184817
0.07,-15.62,26.02,-0.96,-0.27,-1.08,1721397184827
-10.53,-5.01,11.64,-0.19,-0.4,-0.57,1721397184837
-12.56,-10.49,4.55,-0.02,0.03,0.63,1721397184847
-3.53,1.84,18.78,0.51,0.16,1.21,1721397184857
7.7,20.3,8.4,0.71,-0.03,1.25,1721397184867
11.26,6.79,13.52,-0.29,-0.09,0.31,1721397184877
9.05,2.74,15.68,-0.66,-0.02,-0.68,1721397184887
0.1,-19.01,10.99,-0.86,-0.53,-0.97,1721397184897
-10.04,-2.41,14.45,-0.12,-0.24,-0.38,1721397184907
-8.3,1.02,10.09,0.65,0.15,0.47,1721397184917
-1.53,12.5,5.74,0.73,0.12,1.07,1721397184927
3.9,0.45,3.99,0.35,0.06,0.81,1721397184937
9.32,-9.17,4.25,-0.18,-0.08,-0.18,1721397184947
2.25,-5.28,11.38,-0.08,-0.39,-0.67,1721397184957
-1.17,3.81,19.86,-0.07,-0.04,-0.71,1721397184967
-6.52,7.97,14.5,0.27,-0.2,-0.19,1721397184977
-4.05,-6.07,2.66,0.22,-0.02,0.25,1721397184987
-2.06,10.84,9.59,0.11,0.06,0.5,1721397184997
3.76,-4.2,6.57,-0.01,0.17,0.28,1721397185007
2.19,-6.53,9.52,0.05,-0.28,-0.14,1721397185017
2.34,6.0,9.89,0.11,0.04,-0.33,1721397185027
-0.69,-0.21,14.69,-0.16,-0.09,-0.09,1721397185037
-3.23,-11.06,12.58,-0.07,-0.17,-0.05,1721397185047
-2.38,1.34,11.9,0.1,0.09,-0.17,1721397185057
-1.18,9.87,-0.07,0.54,-0.18,0.29,1721397185067
2.61,2.37,2.85,0.26,0.24,0.24,1721397185077
4.67,1.61,6.81,-0.09,-0.07,-0.08,1721397185087
1.08,-17.91,13.45,-0.92,0.11,-0.51,1721397185097
-5.77,-6.65,23.83,-0.43,-0.3,-0.61,1721397185107
-6.43,4.18,9.13,-0.19,-0.05,0.27,1721397185117
1.42,7.77,9.94,0.35,0.24,0.71,1721397185127
6.96,-13.7,8.31,0.01,0.03,0.26,1721397185137
5.14,18.31,16.27,-0.22,0.16,-0.54,1721397185147
0.14,-3.39,8.81,-0.44,-0.15,-0.8,1721397185157
-6.88,-8.53,5.38,-0.23,-0.05,-0.49,1721397185167
-5.2,-7.16,10.96,0.0,0.22,0.02,1721397185177
-0.48,15.25,10.59,0.27,-0.11,0.66,1721397185187
7.03,6.3,10.81,-0.07,0.65,0.39,1721397185197
4.64,-10.24,11.0,-0.09,-0.41,-0.12,1721397185207
-0.86,3.64,8.0,0.02,0.24,-0.83,1721397185217
-4.62,-10.5,8.08,0.22,-0.14,-0.78,1721397185227
-12.44,4.62,17.37,0.35,-0.21,-0.37,1721397185237
-2.23,33.98,17.02,0.82,0.04,0.71,1721397185247
2.76,-6.63,9.04,0.18,0.16,1.5,1721397185257
15.6,-14.92,9.44,-0.54,0.56,0.56,1721397185267
9.07,-9.22,7.48,-0.25,-0.28,-0.85,1721397185277
2.82,3.52,1.92,0.21,-0.21,-1.44,1721397185287
-7.24,1.42,8.17,0.4,-0.25,-0.95,1721397185297
-11.96,-1.83,16.22,0.07,0.15,-0.13,1721397185307
-4.3,4.08,18.33,0.01,0.13,0.5,1721397185317
0.54,-9.01,6.63,-0.53,0.3,0.32,1721397185327
3.1,2.26,22.05,-0.33,0.14,-0.22,1721397185337
2.25,0.4,3.34,0.43,-0.23,-0.14,1721397185347
0.16,5.61,2.22,0.2,0.37,-0.26,1721397185357
1.33,10.6,23.62,-0.18,-0.01,-0.14,1721397185367
-2.08,19.28,17.14,-0.42,0.16,-0.02,1721397185377
0.27,-27.46,9.69,-0.12,-0.04,-0.07,1721397185387
1.18,-10.81,3.29,0.18,0.12,-0.09,1721397185397
2.12,-2.94,12.66,0.35,0.12,-0.32,1721397185407
-2.98,-1.19,4.77,0.48,-0.04,-0.48,1721397185417
-4.98,10.32,12.52,0.47,0.28,-0.47,1721397185427
-0.98,26.15,4.5,0.85,-0.12,0.12,1721397185437
0.05,1.13,-5.82,0.27,0.11,0.57,1721397185447
9.0,0.23,2.72,-0.03,0.46,0.22,1721397185457
6.71,-25.26,3.53,-0.3,-0.11,-0.65,1721397185467
-2.64,-14.19,21.16,-0.26,0.21,-1.21,1721397185477
-8.46,9.35,16.93,0.18,-0.09,-0.87,1721397185487
-16.55,11.69,11.18,-0.23,0.22,-0.13,1721397185497
-4.71,31.03,16.58,0.05,0.14,0.83,1721397185507
1.34,2.61,0.12,-0.37,0.26,0.84,1721397185517
10.85,-24.24,11.5,-0.73,0.36,-0.12,1721397185527
4.65,-4.75,16.57,-0.11,-0.08,-0.96,1721397185537
-5.45,-1.8,2.22,0.03,-0.13,-0.82,1721397185547
-9.49,4.75,11.61,0.33,0.09,-0.43,1721397185557
-7.45,3.68,8.9,0.13,-0.21,0.4,1721397185567
-0.17,10.8,12.77,-0.19,0.48,0.55,1721397185577
4.7,-5.82,16.08,-0.44,0.25,0.16,1721397185587
5.33,-4.08,25.35,-0.58,0.05,-0.55,1721397185597
-0.89,9.12,14.63,0.24,-0.18,-0.49,1721397185607
-4.14,-6.27,2.11,0.45,-0.14,-0.07,1721397185617
-2.92,6.0,5.88,0.26,0.38,-0.0,1721397185627
-0.14,1.52,7.23,0.09,0.01,0.05,1721397185637
-2.25,-1.56,2.28,0.22,0.1,-0.02,1721397185647
0.0,-22.65,7.41,0.09,0.0,-0.13,1721397185657
-2.58,10.8,19.51,0.26,0.11,-0.15,1721397185667
-0.21,5.55,6.28,0.24,-0.15,0.13,1721397185677
-6.08,9.04,8.83,0.11,-0.17,0.28,1721397185687
5.92,8.77,3.68,0.17,0.44,0.21,1721397185697
3.48,1.57,6.03,-0.26,-0.18,0.02,1721397185707
0.34,-6.76,8.51,-0.31,-0.08,-0.47,1721397185717
-1.75,-13.57,18.98,-0.37,0.24,-0.39,1721397185727
-6.37,4.43,12.29,0.0,-0.34,0.06,1721397185737
-4.59,11.85,8.03,0.23,0.26,0.23,1721397185747
3.11,21.08,7.19,0.17,0.19,0.55,1721397185757
5.24,2.23,7.5,-0.23,0.04,0.27,1721397185767
3.84,-19.29,8.23,-0.76,0.12,-0.42,1721397185777
-1.59,-15.66,14.45,-0.59,-0.09,-0.69,1721397185787
-5.16,10.28,12.61,0.2,-0.06,-0.09,1721397185797
-2.64,-4.12,3.79,0.54,0.07,0.44,1721397185807
-1.48,6.98,13.66,0.38,0.11,0.41,1721397185817
6.82,23.52,15.42,0.01,0.15,0.14,1721397185827
3.33,-2.21,9.61,-0.44,-0.51,-0.06,1721397185837
1.15,-3.45,12.52,-0.39,0.2,-0.44,1721397185847
0.9,-0.47,14.72,0.13,-0.16,-0.22,1721397185857
-5.3,6.93,8.6,0.4,0.25,-0.16,1721397185867
-2.82,21.15,8.83,0.45,0.34,-0.08,1721397185877
-2.46,-8.49,11.87,-0.16,-0.03,0.28,1721397185887
-1.11,-18.42,8.03,-0.24,0.23,0.3,1721397185897
2.64,-9.81,10.89,0.16,0.05,0.42,1721397185907
4.2,13.8,8.62,0.52,0.06,0.32,1721397185917
8.31,-2.95,6.28,0.36,-0.05,0.03,1721397185927
0.97,-6.82,3.75,0.26,-0.06,-0.43,1721397185937
0.32,2.43,13.68,-0.03,0.37,-0.67,1721397185947
-7.46,16.79,4.02,-0.04,-0.25,-0.21,1721397185957
-6.65,-13.0,6.54,-0.45,0.25,0.2,1721397185967
-1.64,-13.02,22.17,-0.22,0.05,0.52,1721397185977
1.25,4.31,3.76,0.07,-0.07,0.76,1721397185987
7.63,-5.36,13.43,-0.28,0.68,0.04,1721397185997
3.49,15.19,9.4,0.21,-0.4,-0.4,1721397186007
-2.27,12.03,0.3,0.07,0.36,-0.4,1721397186017
-3.7,-12.39,7.98,-0.15,-0.11,0.12,1721397186027
-3.73,-14.83,8.97,-0.23,0.12,0.22,1721397186037
0.61,-1.54,17.47,-0.01,0.23,0.18,1721397186047
0.18,8.74,7.34,-0.18,-0.19,0.33,1721397186057
0.97,19.69,11.61,-0.23,0.5,0.15,1721397186066
3.72,-6.75,2.48,-0.3,-0.2,0.05,1721397186076
-1.48,-12.27,9.73,-0.89,0.43,-0.62,1721397186086
-5.48,-19.17,25.96,-0.7,-0.17,-0.66,1721397186096
-9.68,3.94,13.76,-0.15,-0.18,0.24,1721397186106
-3.37,-10.23,17.98,0.3,0.39,0.78,1721397186116
4.86,27.05,8.3,0.4,-0.13,1.21,1721397186126
11.09,28.75,13.27,-0.06,0.93,0.75,1721397186136
12.37,12.46,2.44,-0.1,-0.31,-0.18,1721397186146
0.08,-37.37,0.51,-0.3,0.16,-1.31,1721397186156
-6.1,-6.33,22.83,-0.17,-0.32,-1.38,1721397186166
-12.61,8.66,7.22,0.6,-0.17,-0.23,1721397186176
-3.57,-9.44,5.69,0.46,0.55,1.06,1721397186186
3.56,11.76,20.34,0.28,0.31,1.23,1721397186196
12.18,20.06,11.71,-0.15,0.56,0.43,1721397186206
7.94,-13.05,3.41,-0.08,-0.2,-0.59,1721397186216
0.46,-8.73,12.68,-0.31,0.29,-1.53,1721397186226
-8.46,20.71,14.7,0.3,-0.48,-0.89,1721397186236
-15.9,-2.21,5.51,0.24,0.62,0.41,1721397186246
-1.02,0.96,10.37,0.43,0.2,0.87,1721397186256
4.3,0.31,-3.56,0.4,0.24,0.56,1721397186266
11.26,0.6,13.58,-0.14,0.51,-0.26,1721397186276
1.05,0.08,14.3,0.29,-0.4,-0.91,1721397186286
-6.4,-8.33,7.01,0.12,0.22,-1.02,1721397186296
-7.05,-0.07,21.16,-0.13,0.26,-0.26,1721397186306
-7.99,7.08,11.38,0.27,-0.0,0.63,1721397186316
1.83,-2.44,6.12,0.2,0.57,0.65,1721397186326
6.39,9.83,-0.23,0.66,-0.0,0.32,1721397186336
7.14,-4.55,-12.77,-0.11,0.29,-0.21,1721397186346
3.1,-16.11,19.08,-1.16,0.54,-1.06,1721397186356
-5.89,2.47,41.03,-0.2,-0.26,-1.04,1721397186365
-8.46,6.6,3.55,0.26,0.14,-0.1,1721397186375
-7.67,-5.91,2.59,-0.0,0.23,0.95,1721397186385
0.73,-0.22,8.3,0.16,0.23,1.06,1721397186395
11.03,12.41,10.93,-0.11,0.54,0.57,1721397186405
3.48,-0.82,5.03,-0.54,-0.13,-0.54,1721397186415
1.08,-14.22,21.43,-0.5,0.32,-1.31,1721397186425
-14.83,4.09,7.78,0.33,-0.71,-0.47,1721397186435
-10.62,-8.95,9.51,0.21,0.64,0.54,1721397186445
-3.38,33.06,13.05,0.46,-0.31,1.17,1721397186455
5.49,22.57,8.66,-0.44,0.32,0.92,1721397186465
11.32,-6.59,11.88,-0.7,0.19,0.04,1721397186475
1.54,-23.65,6.41,-0.34,-0.16,-0.95,1721397186485
-4.04,-8.77,13.3,0.06,-0.0,-0.62,1721397186495
-9.78,-0.27,8.22,0.54,-0.05,0.13,1721397186505
-4.67,-1.74,10.56,0.41,0.32,0.85,1721397186515
0.7,31.67,9.0,0.22,-0.05,0.76,1721397186525
8.2,2.91,8.99,-0.19,0.13,0.41,1721397186535
4.98,-9.98,11.15,-0.42,0.02,-0.09,1721397186545
1.47,-14.89,11.18,-0.08,0.01,-0.42,1721397186555
-6.03,4.77,12.0,0.29,0.02,-0.43,1721397186565
-7.36,10.03,5.51,0.48,0.0,0.24,1721397186575
-5.36,11.57,11.98,0.09,0.39,0.64,1721397186585
4.88,6.69,13.14,-0.11,0.16,0.56,1721397186595
2.92,-0.2,4.17,-0.09,-0.14,0.16,1721397186605
3.21,-18.68,7.15,-0.02,0.21,-0.16,1721397186615
-3.54,-15.35,10.45,0.07,-0.31,-0.29,1721397186625
-5.02,4.97,12.98,0.3,0.19,-0.02,1721397186635
-0.48,6.2,15.72,0.21,0.01,0.4,1721397186645
0.68,-7.2,14.54,-0.3,-0.04,-0.19,1721743312235
-2.32,4.58,17.65,0.07,-0.07,-0.12,1721743312245
-1.46,3.33,3.16,-0.04,-0.13,0.1,1721743312255
-1.48,0.42,9.83,-0.14,0.13,0.22,1721743312265
3.44,2.43,11.43,-0.04,0.01,0.27,1721743312275
3.63,4.58,9.05,-0.22,-0.01,-0.05,1721743312285
2.11,-4.62,10.28,-0.41,-0.02,-0.44,1721743312295
-3.01,-9.93,17.51,-0.34,-0.1,-0.34,1721743312305
-4.23,1.94,11.88,0.03,-0.02,0.08,1721743312315
-1.3,6.82,4.02,0.04,0.0,0.24,1721743312325
0.4,-2.53,6.25,-0.24,-0.03,0.16,1721743312335
0.66,0.69,28.58,-0.24,0.27,-0.15,1721743312345
-1.18,6.01,11.2,0.26,-0.5,-0.15,1721743312355
0.43,2.76,-6.72,-0.01,0.23,-0.02,1721743312365
0.32,-5.04,13.77,-0.24,0.19,0.07,1721743312375
-0.61,2.03,23.02,0.05,-0.08,-0.13,1721743312385
-0.15,2.1,13.0,0.12,-0.09,-0.22,1721743312395
-2.53,1.36,6.38,0.03,-0.08,-0.07,1721743312405
-1.16,2.22,5.99,0.18,0.07,0.14,1721743312415
2.32,0.45,6.53,0.11,0.13,-0.03,1721743312425
1.13,-3.4,7.36,0.11,-0.03,-0.3,1721743312435
-2.68,-1.97,9.04,0.13,0.05,-0.38,1721743312445
-4.95,-1.58,8.81,0.04,-0.02,-0.09,1721743312455
-2.83,7.2,22.57,0.1,0.04,0.15,1721743312470
0.34,4.7,15.03,0.24,-0.27,0.14,1721743312475
2.31,7.07,1.79,0.27,0.19,-0.05,1721743312485
1.7,2.18,5.64,0.09,-0.01,-0.24,1721743312495
-2.9,7.06,13.77,0.11,0.05,-0.33,1721743312505
-1.91,-5.23,8.22,-0.05,-0.1,-0.23,1721743312515
-4.98,-13.31,4.17,-0.14,-0.11,-0.1,1721743312525
-3.42,3.23,11.34,0.17,0.24,0.21,1721743312535
2.1,4.17,7.28,0.05,0.08,0.29,1721743312545
2.07,4.23,15.89,-0.06,0.13,-0.16,1721743312555
0.4,1.96,12.17,0.12,-0.16,-0.36,1721743312565
-2.53,-4.38,6.55,-0.16,-0.03,-0.3,1721743312575
-3.14,0.22,18.09,-0.14,0.16,-0.13,1721743312585
-0.48,4.19,13.14,0.13,-0.11,0.03,1721743312595
-0.86,-1.22,6.26,-0.01,0.0,-0.04,1721743312605
-2.57,-0.5,11.4,0.05,0.1,-0.07,1721743312615
-1.78,-0.06,9.22,0.04,-0.04,0.16,1721743312625
-0.55,2.92,10.53,-0.02,0.0,0.18,1721743312635
0.39,2.49,6.67,0.1,-0.14,0.05,1721743312645
1.1,3.25,8.67,0.08,0.06,0.01,1721743312655
0.18,-1.03,6.54,-0.01,-0.2,0.05,1721743312665
-0.52,-7.11,13.12,-0.33,0.14,0.05,1721743312675
-1.48,1.13,23.65,-0.1,0.05,-0.01,1721743312685
-2.98,7.21,10.56,0.23,-0.24,-0.08,1721743312695
-0.04,0.12,4.6,0.04,-0.11,0.4,1721743312705
2.32,3.91,4.71,0.15,-0.04,0.49,1721743312715
7.04,0.85,11.02,-0.08,0.23,-0.06,1721743312725
0.68,5.88,15.42,0.13,-0.33,-0.32,1721743312735
-1.49,-4.08,5.76,0.04,-0.1,-0.24,1721743312745
-4.34,-2.99,12.84,-0.16,0.05,0.08,1721743312755
-2.33,4.82,15.84,0.01,-0.01,0.32,1721743312765
2.37,-1.33,9.83,-0.14,-0.12,0.26,1721743312775
0.55,1.36,9.07,0.05,-0.2,-0.02,1721743312785
1.45,-0.71,5.7,0.02,0.05,-0.12,1721743312795
-2.73,1.65,8.77,0.06,-0.17,0.01,1721743312805
-0.81,1.07,12.27,0.02,0.14,0.04,1721743312814
-2.89,3.26,10.74,0.1,-0.29,0.08,1721743312824
-0.37,-3.81,8.76,-0.16,0.06,0.09,1721743312834
0.0,-5.0,18.28,-0.17,-0.06,0.12,1721743312844
-1.14,4.54,13.88,0.06,-0.2,0.02,1721743312854
-0.29,7.33,5.74,0.09,-0.09,-0.07,1721743312864
-0.93,-2.59,3.96,-0.1,-0.2,-0.06,1721743312874
-1.19,-1.63,11.78,-0.08,0.07,-0.02,1721743312884
-1.87,5.6,10.8,0.05,-0.25,0.12,1721743312894
0.48,-3.36,5.32,-0.27,-0.03,0.1,1721743312904
-0.17,-7.13,14.8,-0.26,-0.08,0.05,1721743312914
-0.53,4.25,14.03,-0.0,-0.14,0.04,1721743312924
0.35,3.45,9.33,-0.18,-0.14,-0.03,1721743312933
-1.7,0.66,13.51,-0.23,-0.17,-0.06,1721743312943
0.34,-1.63,14.04,-0.1,-0.14,-0.06,1721743312952
-0.04,0.57,7.84,-0.0,-0.27,0.01,1721743312962
0.93,3.31,8.93,0.07,0.04,0.01,1721743312972
0.62,0.93,8.59,0.14,-0.18,0.03,1721743312982
-1.37,4.59,7.5,0.16,-0.09,-0.04,1721743312992
0.82,-2.05,8.27,0.03,-0.01,-0.02,1721743313002
-0.55,-1.13,15.64,-0.06,-0.08,-0.01,1721743313012
-0.99,4.84,10.07,0.2,-0.21,0.01,1721743313022
1.02,1.5,4.0,0.07,-0.03,0.01,1721743313032
1.7,-2.18,9.48,-0.04,-0.03,-0.08,1721743313042
1.08,0.04,15.86,0.04,-0.03,-0.31,1721743313052
-1.69,7.99,9.76,0.17,-0.22,-0.2,1721743313062
0.21,-0.06,4.94,-0.21,0.07,-0.07,1721743313072
-1.38,-8.66,18.43,-0.35,-0.05,-0.15,1721743313082
-2.66,-0.37,15.03,0.14,-0.24,-0.15,1721743313092
1.92,-2.14,1.64,0.07,0.16,-0.14,1721743313102
-2.07,-1.85,17.28,-0.06,0.06,-0.1,1721743313112
-2.11,9.92,17.81,0.44,-0.17,0.17,1721743313122
5.43,4.53,6.17,0.12,0.2,0.2,1721743313132
3.77,-9.04,9.77,-0.17,-0.09,-0.09,1721743313142
0.41,-4.88,11.4,0.16,0.03,-0.59,1721743313152
-1.19,0.93,6.96,0.27,-0.09,-0.5,1721743313162
-4.04,2.47,5.61,0.22,0.02,-0.14,1721743313172
-2.03,7.06,10.12,0.26,0.22,-0.0,1721743313182
1.09,-1.2,6.19,-0.01,-0.08,0.01,1721743313192
0.7,-7.73,14.73,-0.24,0.21,-0.25,1721743313202
-1.71,-5.06,15.38,0.06,-0.14,-0.26,1721743313212
-1.73,9.81,12.31,0.25,0.22,-0.04,1721743313222
2.55,7.1,4.47,0.17,-0.02,0.12,1721743313232
2.05,-0.61,8.7,-0.05,0.17,-0.26,1721743313242
1.42,-5.3,22.47,-0.08,0.2,-0.65,1721743313252
-4.15,-1.41,11.62,0.25,-0.29,-0.41,1721743313262
-3.63,6.83,7.4,0.27,0.44,-0.05,1721743313272
0.39,3.45,5.33,0.28,0.02,0.22,1721743313282
0.58,4.43,1.46,0.29,0.28,-0.02,1721743313291
4.28,-2.49,9.59,-0.08,0.2,-0.3,1721743313300
-4.96,6.05,22.42,0.03,-0.03,-0.49,1721743313310
-3.56,0.85,10.43,0.02,0.01,-0.21,1721743313320
-0.74,-1.31,7.47,-0.03,0.2,0.09,1721743313330
4.1,1.36,4.21,0.08,0.16,0.01,1721743313340
3.57,4.71,3.79,0.07,0.1,-0.33,1721743313350
-0.57,4.02,10.1,0.01,0.19,-0.62,1721743313360
-4.53,-0.58,19.52,0.03,0.08,-0.53,1721743313370
-7.46,-1.36,12.66,0.16,-0.14,-0.06,1721743313380
-1.41,0.07,6.18,-0.04,0.29,0.29,1721743313390
3.46,3.83,5.63,-0.02,0.14,0.21,1721743313400
5.89,-1.58,8.13,-0.14,0.28,-0.34,1721743313410
0.46,-3.2,16.5,0.06,0.01,-0.74,1721743313420
-5.22,-2.01,11.09,0.1,-0.06,-0.45,1721743313430
-5.39,2.28,10.36,-0.15,0.29,0.08,1721743313440
1.05,1.49,5.91,-0.11,0.18,0.31,1721743313450
3.6,-3.48,2.81,-0.29,0.2,-0.11,1721743313460
0.49,-2.35,11.93,-0.15,0.14,-0.54,1721743313470
-2.97,-1.75,11.3,-0.04,0.06,-0.54,1721743313480
-6.6,-0.31,10.57,-0.29,0.11,-0.17,1721743313489
-3.74,-6.56,24.04,-0.52,0.26,0.16,1721743313499
-0.67,0.54,20.38,-0.07,-0.06,0.24,1721743313509
4.97,6.48,-1.81,0.0,0.1,-0.01,1721743313519
3.98,0.72,3.42,-0.29,0.17,-0.31,1721743313529
-0.65,2.48,15.08,-0.07,0.13,-0.65,1721743313539
-4.41,3.0,9.19,0.17,-0.06,-0.47,1721743313548
-5.88,-1.85,6.05,-0.16,0.17,-0.06,1721743313558
-3.89,2.25,12.87,-0.11,0.21,0.35,1721743313568
2.53,-2.67,7.81,-0.14,0.17,0.38,1721743313578
3.82,-0.4,11.11,-0.15,0.25,-0.05,1721743313588
1.38,1.01,11.99,0.05,-0.03,-0.38,1721743313598
-2.61,-1.31,8.89,-0.0,-0.03,-0.24,1721743313608
-1.72,3.11,17.94,-0.02,0.37,0.01,1721743313618
-1.36,6.82,15.03,0.14,0.02,0.03,1721743313628
-0.91,5.28,5.27,0.15,0.07,0.06,1721743313638
